"mni_no","case_no","booking_no","arresting_agency","booking_date","release_date","bail_type","bail_amt"
"000595103","15CR01275",15006042,OVERLAND PARK P.D.,2015-05-25 00:00:00,2015-05-27 00:00:00,PR,1000.00
"000693857","15DV00654",15006043,OVERLAND PARK P.D.,2015-05-25 00:00:00,2015-05-26 00:00:00,SUR,1500.00
"000692051","15DV00653",15006044,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-25 00:00:00,2015-07-15 00:00:00,,
"000306602","15CR01269",15006045,OVERLAND PARK P.D.,2015-05-25 00:00:00,2015-05-26 00:00:00,SUR,10000.00
"000693861","15CR01272",15006051,KANSAS HIGHWAY PATROL,2015-05-26 00:00:00,2015-05-26 00:00:00,GPS,1000.00
"000593670","15DV00655",15006055,OLATHE P.D.,2015-05-26 00:00:00,2016-02-13 00:00:00,,
"000352814","15CR01148",15006066,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-07-27 00:00:00,PR,10000.00
"000487575","15CR02283",15006069,OVERLAND PARK P.D.,2015-05-26 00:00:00,2015-05-27 00:00:00,SUR,5000.00
"000693742","15CR01246",15006071,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-26 00:00:00,SUR,5000.00
"000686037","14CR02578",15006073,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-26 00:00:00,SUR,1500.00
"000693741","15CR01247",15006076,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-26 00:00:00,SUR,5000.00
"000693789","15DV00659",15006078,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-26 00:00:00,GPS,3500.00
"000364780","15DV00152",15006084,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-29 00:00:00,SUR,2000.00
"000603992","10CR01658",15006088,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-26 00:00:00,SUR,5000.00
"000689924","15DV00287",15006096,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-26 00:00:00,2015-05-27 00:00:00,SUR,1000.00
"000693943","15DV00660",15006097,GARDNER P.D.,2015-05-27 00:00:00,2015-05-27 00:00:00,PR,1000.00
"000364077","15CR01276",15006103,KANSAS HIGHWAY PATROL,2015-05-27 00:00:00,2015-05-27 00:00:00,SUR,1300.00
"000352653","14CR01777",15006105,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-27 00:00:00,2015-05-27 00:00:00,SUR,1500.00
"000693107","15CR01249",15006109,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-27 00:00:00,2015-05-27 00:00:00,SUR,3500.00
"000312590","15CR01251",15006120,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-27 00:00:00,2015-05-27 00:00:00,SUR,15000.00
"000580261","15CR01207",15006123,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-27 00:00:00,2015-05-27 00:00:00,SUR,5000.00
"000336410","15DV00662",15006128,SHAWNEE P.D.,2015-05-27 00:00:00,2015-05-28 00:00:00,SUR,1500.00
"000614553","15CR01252",15006129,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-27 00:00:00,2015-06-24 00:00:00,PR,5000.00
"000401448","15DV00663",15006130,OVERLAND PARK P.D.,2015-05-27 00:00:00,2015-05-29 00:00:00,SUR,3500.00
"000262483","15CR01278",15006139,SHAWNEE P.D.,2015-05-27 00:00:00,2015-08-25 00:00:00,PR,5000.00
"000407595","15CR01280",15006149,PRAIRIE VILLAGE P.D.,2015-05-28 00:00:00,2015-05-28 00:00:00,SUR,10000.00
"000694014","15CR01279",15006150,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-28 00:00:00,2015-05-28 00:00:00,SUR,3500.00
"000672558","14CR00686",15006157,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-28 00:00:00,2015-05-28 00:00:00,SUR,5000.00
"000598877","11CR02275",15006168,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-28 00:00:00,2015-05-28 00:00:00,GPS,2500.00
"000277647","15CR01290",15006169,OVERLAND PARK P.D.,2015-05-28 00:00:00,2015-09-09 00:00:00,,
"000267510","15DV00667",15006187,OLATHE P.D.,2015-05-28 00:00:00,2015-05-29 00:00:00,PR,2000.00
"000340667","15CR02823",15006201,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-29 00:00:00,,,
"000410345","15DV00672",15006209,OLATHE P.D.,2015-05-29 00:00:00,2015-05-30 00:00:00,SUR,2500.00
"000682424","15CR01318",15006214,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-29 00:00:00,2015-06-01 00:00:00,SUR,10000.00
"000694184","15CR01303",15006215,OVERLAND PARK P.D.,2015-05-29 00:00:00,2015-08-18 00:00:00,SUR,10000.00
"000694188","15CR01300",15006219,OVERLAND PARK P.D.,2015-05-29 00:00:00,2015-08-19 00:00:00,SUR,10000.00
"000694191","15DV00671",15006222,OVERLAND PARK P.D.,2015-05-29 00:00:00,2015-05-30 00:00:00,PR,1000.00
"000256373","15CR01302",15006226,LENEXA P.D.,2015-05-29 00:00:00,2015-09-22 00:00:00,,
"000613444","15CR01222",15006236,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-29 00:00:00,2015-05-30 00:00:00,SUR,2500.00
"000667144","15DV00668",15006240,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-29 00:00:00,2015-05-30 00:00:00,SUR,2000.00
"000593060","15CR01187",15006242,SHAWNEE P.D.,2015-05-29 00:00:00,2015-08-16 00:00:00,PR,20000.00
"000386055","15DV00657",15006245,SHAWNEE P.D.,2015-05-29 00:00:00,2016-02-18 00:00:00,,
"000463354","15CR01297",15006246,OLATHE P.D.,2015-05-30 00:00:00,2015-09-04 00:00:00,,
"000364562","15CR01309",15006250,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-30 00:00:00,2015-05-30 00:00:00,GPS,1000.00
"000113671","15DV00673",15006251,MISSION P.D.,2015-05-30 00:00:00,2015-05-30 00:00:00,PR,2500.00
"000366267","15CR01298",15006253,OLATHE P.D.,2015-05-30 00:00:00,2015-05-30 00:00:00,SUR,5000.00
"000694194","15CR01311",15006254,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-30 00:00:00,2015-05-30 00:00:00,CA,1000.00
"000694196","15CR01301",15006256,MERRIAM P.D.,2015-05-30 00:00:00,2015-09-04 00:00:00,,
"000374210","15DV00681",15006258,OVERLAND PARK P.D.,2015-05-30 00:00:00,2015-06-01 00:00:00,SUR,3000.00
"000694199","15DV00676",15006260,OVERLAND PARK P.D.,2015-05-30 00:00:00,2015-06-01 00:00:00,PR,1500.00
"000694200","15DV00677",15006261,OVERLAND PARK P.D.,2015-05-30 00:00:00,2015-06-01 00:00:00,PR,1500.00
"000528626","15CR01316",15006270,KANSAS HIGHWAY PATROL,2015-05-30 00:00:00,2015-05-30 00:00:00,CA,1300.00
"000694205","15DV00680",15006273,OVERLAND PARK P.D.,2015-05-30 00:00:00,2015-06-01 00:00:00,PR,1000.00
"000694207","15DV00678",15006275,SHAWNEE P.D.,2015-05-30 00:00:00,2015-06-01 00:00:00,PR,1000.00
"000475138","15CR01315",15006277,OLATHE P.D.,2015-05-31 00:00:00,2015-06-03 00:00:00,SUR,7500.00
"000694210","15CR01310",15006279,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-31 00:00:00,2015-05-31 00:00:00,CA,1000.00
"000583023","15CR01313",15006282,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-31 00:00:00,2015-06-01 00:00:00,SUR,3500.00
"000693140","15CR01248",15006291,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-05-31 00:00:00,2015-05-31 00:00:00,SUR,5000.00
"000688856","15DV00675",15006292,OVERLAND PARK P.D.,2015-05-31 00:00:00,2015-06-01 00:00:00,SUR,2500.00
"000395746","15CR01314",15006294,OVERLAND PARK P.D.,2015-05-31 00:00:00,2015-06-01 00:00:00,PR,2500.00
"000616350","15DV00674",15006295,SHAWNEE P.D.,2015-05-31 00:00:00,2015-06-30 00:00:00,,
"000505060","15CR01312",15006296,OVERLAND PARK P.D.,2015-05-31 00:00:00,2015-06-11 00:00:00,SUR,15000.00
"000127225","15DV00683",15006300,OLATHE P.D.,2015-05-31 00:00:00,2015-08-05 00:00:00,PR,2000.00
"000628134","15DV00679",15006303,OVERLAND PARK P.D.,2015-05-31 00:00:00,2015-06-01 00:00:00,PR,1500.00
"000076956","15CR01317",15006305,OVERLAND PARK P.D.,2015-05-31 00:00:00,2016-04-05 00:00:00,,
"000694220","15DV00682",15006306,OLATHE P.D.,2015-05-31 00:00:00,2015-06-01 00:00:00,PR,1500.00
"000170464","15CR01305",15006309,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-01 00:00:00,2015-06-22 00:00:00,PR,1000.00
"000694221","15CR01322",15006310,OVERLAND PARK P.D.,2015-06-01 00:00:00,2015-06-04 00:00:00,CA,1000.00
"000522762","15CR01235",15006315,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-01 00:00:00,2015-06-01 00:00:00,SUR,10000.00
"000593921","15CR01070",15006318,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-01 00:00:00,2015-06-01 00:00:00,SUR,2500.00
"000499254","15DV00564",15006321,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-01 00:00:00,2015-06-18 00:00:00,SUR,2500.00
"000692729","15CR01295",15006327,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-01 00:00:00,2015-06-01 00:00:00,CA,5000.00
"000694301","15CR01329",15006336,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-01 00:00:00,2015-06-03 00:00:00,SUR,10000.00
"000694306","15DV00693",15006346,OVERLAND PARK P.D.,2015-06-01 00:00:00,2015-07-23 00:00:00,,
"000340673","15DV00688",15006348,GARDNER P.D.,2015-06-01 00:00:00,2015-06-02 00:00:00,SUR,1500.00
"000639209","15CR01323",15006350,OVERLAND PARK P.D.,2015-06-01 00:00:00,2015-06-11 00:00:00,ORCD,2500.00
"000694308","15CR01321",15006351,OVERLAND PARK P.D.,2015-06-01 00:00:00,2015-06-02 00:00:00,SUR,3500.00
"000694309","15CR01320",15006353,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-02 00:00:00,2015-06-11 00:00:00,PR,1000.00
"000694328","15DV00695",15006363,OVERLAND PARK P.D.,2015-06-02 00:00:00,2015-06-03 00:00:00,PR,2500.00
"000691951","15DV00696",15006365,OVERLAND PARK P.D.,2015-06-02 00:00:00,2015-06-03 00:00:00,ORCD,1500.00
"000691891","15CR00899",15006380,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-02 00:00:00,2016-04-15 00:00:00,,
"000582165","15CR00551",15006381,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-02 00:00:00,2015-06-12 00:00:00,SUR,1500.00
"000548592","15CR01337",15006390,WESTWOOD P.D.,2015-06-02 00:00:00,2015-06-03 00:00:00,CA,1500.00
"000694419","15CR01336",15006392,WESTWOOD P.D.,2015-06-02 00:00:00,2015-06-03 00:00:00,SUR,2500.00
"000119693","15CR01335",15006394,LENEXA P.D.,2015-06-02 00:00:00,2015-10-06 00:00:00,,
"000688743","15CR01007",15006396,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-02 00:00:00,2015-06-03 00:00:00,SUR,5000.00
"000694420","15DV00694",15006398,ROELAND PARK P.D.,2015-06-02 00:00:00,2015-06-03 00:00:00,PR,2500.00
"000525434","15CR01319",15006403,OVERLAND PARK P.D.,2015-06-03 00:00:00,2015-06-03 00:00:00,SUR,7500.00
"000527674","15DV00661",15006408,OVERLAND PARK P.D.,2015-06-03 00:00:00,2015-06-03 00:00:00,SUR,2000.00
"000578546","15DV00686",15006412,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-03 00:00:00,2015-06-04 00:00:00,SUR,5000.00
"000078254","15DV00689",15006418,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-03 00:00:00,2015-06-03 00:00:00,SUR,7500.00
"000307627","15DV00698",15006426,OVERLAND PARK P.D.,2015-06-03 00:00:00,2015-06-04 00:00:00,SUR,2500.00
"000613426","15CR01347",15006434,OLATHE P.D.,2015-06-03 00:00:00,2015-07-10 00:00:00,PR,2500.00
"000670900","15DV00701",15006435,OVERLAND PARK P.D.,2015-06-03 00:00:00,2015-06-06 00:00:00,SUR,10000.00
"000458153","15CR01349",15006439,MERRIAM P.D.,2015-06-04 00:00:00,2015-06-06 00:00:00,SUR,5000.00
"000065659","15CR00657",15006466,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-04 00:00:00,2015-06-04 00:00:00,SUR,2500.00
"000694481","15CR01350",15006471,PRAIRIE VILLAGE P.D.,2015-06-04 00:00:00,2015-06-05 00:00:00,SUR,2500.00
"000312060","15CR00978",15006483,OVERLAND PARK P.D.,2015-06-04 00:00:00,2015-07-27 00:00:00,PR,3500.00
"000694489","15DV00704",15006484,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-04 00:00:00,2015-06-05 00:00:00,PR,2500.00
"000632403","15CR01351",15006485,OLATHE P.D.,2015-06-04 00:00:00,2015-06-05 00:00:00,PR,5000.00
"000077490","13DV01418",15006494,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-05 00:00:00,2015-06-05 00:00:00,SUR,2500.00
"000688939","15DV00703",15006499,SHAWNEE P.D.,2015-06-05 00:00:00,2015-06-05 00:00:00,PR,1500.00
"000529276","15CR01358",15006500,LENEXA P.D.,2015-06-05 00:00:00,2015-06-06 00:00:00,SUR,10000.00
"000687885","15CR00523",15006510,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-05 00:00:00,2015-06-05 00:00:00,CA,1500.00
"000585425","15CR01214",15006514,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-05 00:00:00,2015-06-05 00:00:00,SUR,3500.00
"000360207","15DV00687",15006515,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-05 00:00:00,2015-06-05 00:00:00,SUR,2500.00
"000636858","15CR01357",15006524,OVERLAND PARK P.D.,2015-06-05 00:00:00,2015-08-04 00:00:00,,
"000649960","15DV00708",15006529,OLATHE P.D.,2015-06-05 00:00:00,2015-06-06 00:00:00,SUR,3500.00
"000537073","15DV00707",15006541,GARDNER P.D.,2015-06-06 00:00:00,2015-06-06 00:00:00,PR,2500.00
"000694539","15CR01361",15006545,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-06 00:00:00,2015-06-06 00:00:00,CA,1000.00
"000694540","15DV00709",15006546,OLATHE P.D.,2015-06-06 00:00:00,2015-06-06 00:00:00,PR,2500.00
"000633205","15DV00710",15006548,SHAWNEE P.D.,2015-06-06 00:00:00,2015-06-06 00:00:00,SUR,5000.00
"000141479","15DV00718",15006555,SHAWNEE P.D.,2015-06-06 00:00:00,2015-06-26 00:00:00,SUR,2500.00
"000276375","15CR01362",15006556,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-06 00:00:00,2016-03-01 00:00:00,,
"000342681","15CR01360",15006557,OLATHE P.D.,2015-06-06 00:00:00,2015-07-01 00:00:00,PR,2500.00
"000691405","15CR00825",15006565,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-06 00:00:00,2015-08-21 00:00:00,,
"000694549","15DV00714",15006567,GARDNER P.D.,2015-06-06 00:00:00,2015-06-08 00:00:00,PR,1000.00
"000694553","15CR01363",15006575,MISSION P.D.,2015-06-07 00:00:00,2015-06-08 00:00:00,ORCD,2500.00
"000395115","15DV00716",15006579,LENEXA P.D.,2015-06-07 00:00:00,2015-10-29 00:00:00,,
"000694556","15DV00712",15006580,OVERLAND PARK P.D.,2015-06-07 00:00:00,2015-06-08 00:00:00,SUR,1500.00
"000694561","15DV00715",15006589,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-07 00:00:00,2015-06-08 00:00:00,SUR,2500.00
"000320278","15DV00719",15006593,OVERLAND PARK P.D.,2015-06-07 00:00:00,2015-08-04 00:00:00,,
"000070543","15DV00711",15006596,OVERLAND PARK P.D.,2015-06-08 00:00:00,2015-07-10 00:00:00,SUR,1000.00
"000319716","15DV00713",15006601,OVERLAND PARK P.D.,2015-06-08 00:00:00,2015-06-08 00:00:00,SUR,1500.00
"000590075","15DV00717",15006603,OVERLAND PARK P.D.,2015-06-08 00:00:00,2015-06-08 00:00:00,PR,1000.00
"000663071","15CR01339",15006606,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-08 00:00:00,2015-06-27 00:00:00,SUR,30000.00
"000673144","14CR02804",15006612,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-08 00:00:00,2015-12-15 00:00:00,,
"000345258","15DV00720",15006618,MERRIAM P.D.,2015-06-08 00:00:00,2015-06-09 00:00:00,CA,2500.00
"000503973","15CR01365",15006620,OLATHE P.D.,2015-06-08 00:00:00,2015-06-09 00:00:00,ORCD,2500.00
"000694636","15CR01364",15006631,LEAWOOD P.D.,2015-06-08 00:00:00,2015-06-09 00:00:00,SUR,1500.00
"000199542","15DV00721",15006634,OVERLAND PARK P.D.,2015-06-09 00:00:00,2015-06-09 00:00:00,PR,2500.00
"000030975","15CR01368",15006637,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-09 00:00:00,2015-06-09 00:00:00,SUR,1600.00
"000353161","15CR01367",15006638,OVERLAND PARK P.D.,2015-06-09 00:00:00,2015-08-13 00:00:00,,
"000694642","15CR01366",15006641,PRAIRIE VILLAGE P.D.,2015-06-09 00:00:00,2015-07-16 00:00:00,,
"000307627","15DV00729",15006643,OVERLAND PARK P.D.,2015-06-09 00:00:00,2015-06-10 00:00:00,SUR,5000.00
"000390470","15CR00832",15006646,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-09 00:00:00,2015-06-18 00:00:00,SUR,5000.00
"000693449","15CR01348",15006648,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-09 00:00:00,2015-06-09 00:00:00,SUR,7500.00
"000664977","15CR01273",15006649,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-09 00:00:00,2015-06-09 00:00:00,SUR,3500.00
"000694658","15CR01372",15006651,KANSAS HIGHWAY PATROL,2015-06-09 00:00:00,2015-06-09 00:00:00,SUR,1300.00
"000525887","15CR01340",15006653,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-09 00:00:00,2015-06-10 00:00:00,SUR,50000.00
"000464127","15DV00728",15006664,OLATHE P.D.,2015-06-09 00:00:00,2015-06-10 00:00:00,CA,1000.00
"000390860","15CR01986",15006665,OLATHE P.D.,2015-06-09 00:00:00,2015-06-10 00:00:00,SUR,5000.00
"000694680","15DV00727",15006667,OVERLAND PARK P.D.,2015-06-09 00:00:00,2015-06-10 00:00:00,PR,1000.00
"000694681","15DV00726",15006668,GARDNER P.D.,2015-06-10 00:00:00,2015-06-10 00:00:00,PR,1000.00
"000608145","15CR01333",15006672,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-10 00:00:00,2016-03-01 00:00:00,,
"000673125","15CR01373",15006673,KANSAS HIGHWAY PATROL,2015-06-10 00:00:00,2015-07-13 00:00:00,SUR,500.00
"000644330","14CR01439",15006683,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-10 00:00:00,2015-10-20 00:00:00,,
"000694713","15CR01377",15006692,ROELAND PARK P.D.,2015-06-10 00:00:00,2015-07-08 00:00:00,SUR,10000.00
"000622715","15CR01352",15006696,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-10 00:00:00,2015-06-10 00:00:00,SUR,5000.00
"000594544","14CR02515",15006699,OVERLAND PARK P.D.,2015-06-10 00:00:00,,,
"000186178","15CR00950",15006700,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-10 00:00:00,2015-06-18 00:00:00,SUR,5000.00
"000694724","15DV00732",15006703,LENEXA P.D.,2015-06-10 00:00:00,2015-06-11 00:00:00,PR,2500.00
"000694725","15DV00731",15006705,SHAWNEE P.D.,2015-06-10 00:00:00,2015-06-11 00:00:00,SUR,1000.00
"000694727","15CR01393",15006711,OLATHE P.D.,2015-06-11 00:00:00,2015-09-10 00:00:00,SUR,10000.00
"000694728","15CR01394",15006713,OLATHE P.D.,2015-06-11 00:00:00,2015-09-11 00:00:00,SUR,25000.00
"000694733","15CR01389",15006723,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-11 00:00:00,2015-06-11 00:00:00,CA,1000.00
"000694741","15DV00733",15006724,SHAWNEE P.D.,2015-06-11 00:00:00,2015-06-13 00:00:00,SUR,2500.00
"000412273","15CR01197",15006725,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-11 00:00:00,2015-06-12 00:00:00,SUR,15000.00
"000563817","15CR01293",15006735,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-11 00:00:00,2015-06-11 00:00:00,SUR,2000.00
"000694239","15CR01353",15006737,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-11 00:00:00,2015-06-11 00:00:00,SUR,2500.00
"000644694","15CR01392",15006740,OVERLAND PARK P.D.,2015-06-11 00:00:00,2015-06-13 00:00:00,SUR,3500.00
"000548161","15CR01274",15006749,MISSION P.D.,2015-06-11 00:00:00,2015-07-08 00:00:00,PR,3500.00
"000694769","15DV00734",15006750,OVERLAND PARK P.D.,2015-06-11 00:00:00,2015-06-12 00:00:00,PR,1500.00
"000169036","14DV00398",15006752,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-11 00:00:00,,,
"000561957","15DV00730",15006757,SHAWNEE P.D.,2015-06-11 00:00:00,2015-06-25 00:00:00,SUR,100000.00
"000552273","08CR02975",15006762,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-11 00:00:00,2015-09-20 00:00:00,,
"000694772","15CR01391",15006763,PRAIRIE VILLAGE P.D.,2015-06-11 00:00:00,2015-06-12 00:00:00,SUR,5000.00
"000694776","15CR01395",15006767,OVERLAND PARK P.D.,2015-06-12 00:00:00,2015-06-12 00:00:00,SUR,5000.00
"000694777","15CR01390",15006769,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-12 00:00:00,2015-06-12 00:00:00,ORCD,1500.00
"000297259","15DV00735",15006773,OLATHE P.D.,2015-06-12 00:00:00,2015-06-12 00:00:00,PR,1500.00
"000253538","15CR01370",15006778,OVERLAND PARK P.D.,2015-06-12 00:00:00,2015-06-12 00:00:00,SUR,10000.00
"000251614","15DV00737",15006790,OVERLAND PARK P.D.,2015-06-12 00:00:00,2015-06-13 00:00:00,CA,10000.00
"000580014","15CR01171",15006796,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-12 00:00:00,2015-06-12 00:00:00,SUR,1500.00
"000470455","14CR01061",15006798,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-12 00:00:00,2015-08-28 00:00:00,,
"000106484","15CR01203",15006802,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-12 00:00:00,2015-06-18 00:00:00,SUR,10000.00
"000694822","15DV00736",15006805,OVERLAND PARK P.D.,2015-06-12 00:00:00,2015-06-25 00:00:00,PR,3500.00
"000169710","15CR01125",15006808,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-12 00:00:00,2015-06-12 00:00:00,CA,250.00
"000672636","14CR01132",15006814,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-12 00:00:00,2015-12-22 00:00:00,,
"000055179","15CR01396",15006831,OLATHE P.D.,2015-06-13 00:00:00,2015-06-13 00:00:00,SUR,10000.00
"000694827","15CR01425",15006832,OVERLAND PARK P.D.,2015-06-13 00:00:00,2015-06-17 00:00:00,SUR,10000.00
"000156546","15CR01415",15006833,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-13 00:00:00,2015-06-13 00:00:00,SUR,1000.00
"000694828","15DV00738",15006837,LENEXA P.D.,2015-06-13 00:00:00,2015-06-13 00:00:00,SUR,5000.00
"000694830","15CR01397",15006838,MISSION P.D.,2015-06-13 00:00:00,2015-06-13 00:00:00,SUR,3500.00
"000627169","15DV00448",15006842,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-13 00:00:00,2015-06-13 00:00:00,SUR,3500.00
"000140896","15CR01407",15006846,OLATHE P.D.,2015-06-13 00:00:00,2015-09-18 00:00:00,,
"000694832","15CR01410",15006847,OLATHE P.D.,2015-06-13 00:00:00,2015-06-15 00:00:00,ORCD,2500.00
"000694835","15DV00748",15006851,FAIRWAY P.D.,2015-06-13 00:00:00,2015-06-15 00:00:00,PR,1000.00
"000690105","15DV00744",15006853,LEAWOOD P.D.,2015-06-13 00:00:00,2015-06-15 00:00:00,PR,1500.00
"000694836","15DV00742",15006856,LEAWOOD P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,PR,2500.00
"000694837","15DV00741",15006857,OVERLAND PARK P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,PR,1500.00
"000658973","15DV00746",15006859,OLATHE P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,PR,1500.00
"000652623","15DV00747",15006860,OVERLAND PARK P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,CA,2500.00
"000077713","15DV00743",15006861,MISSION P.D.,2015-06-14 00:00:00,2015-06-19 00:00:00,SUR,2500.00
"000358534","15DV00745",15006870,OVERLAND PARK P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,PR,1000.00
"000694844","15DV00749",15006871,OVERLAND PARK P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,PR,1000.00
"000660709","15CR01408",15006873,OVERLAND PARK P.D.,2015-06-14 00:00:00,2015-06-17 00:00:00,SUR,2500.00
"000694847","15DV00740",15006875,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-14 00:00:00,2015-06-15 00:00:00,PR,2500.00
"000345258","15CR01421",15006876,MERRIAM P.D.,2015-06-14 00:00:00,,,
"000000998","15CR01409",15006877,GARDNER P.D.,2015-06-14 00:00:00,2015-06-15 00:00:00,SUR,5000.00
"000621578","15DV00750",15006878,OLATHE P.D.,2015-06-14 00:00:00,2015-06-21 00:00:00,SUR,2500.00
"000694851","15CR01414",15006882,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-15 00:00:00,2015-06-15 00:00:00,GPS,1000.00
"000575660","15CR01411",15006883,OVERLAND PARK P.D.,2015-06-15 00:00:00,2015-06-15 00:00:00,SUR,2500.00
"000294470","15CR01378",15006885,OVERLAND PARK P.D.,2015-06-15 00:00:00,,,
"000693136","15CR01399",15006907,OVERLAND PARK P.D.,2015-06-15 00:00:00,2015-06-16 00:00:00,SUR,5000.00
"000430574","15DV00751",15006911,OLATHE P.D.,2015-06-15 00:00:00,2015-06-16 00:00:00,CA,1500.00
"000597833","15CR01371",15006917,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2015-06-15 00:00:00,2015-06-16 00:00:00,ORCD,2500.00
"000694882","15CR01420",15006919,OLATHE P.D.,2015-06-15 00:00:00,2015-10-27 00:00:00,,
"000598547","15CR01431",15006923,LENEXA P.D.,2015-06-16 00:00:00,2015-06-17 00:00:00,ORCD,2500.00
"000694889","15CR01422",15006925,LEAWOOD P.D.,2015-06-16 00:00:00,2015-07-02 00:00:00,SUR,1500.00
"000694558","15CR02298",15006927,OVERLAND PARK P.D.,2015-06-16 00:00:00,2015-12-31 00:00:00,,
